image_path,lt_x,lt_y,ld_x,ld_y,rt_x,rt_y,rd_x,rd_y
41,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205041449845_cs=0.0_sb=0.181_ori.jpg,59.095450937747955,58.23572999238968,57.549499958753586,131.66821843385696,131.71419203281403,60.4362950026989,130.29054254293442,134.46595019102097
42,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205110739527_cs=0.0_sb=0.166_ori.jpg,69.11764705882354,66.58823529411765,66.52941176470588,151.05882352941177,152.64705882352942,70.82352941176471,150.52941176470588,156.7058823529412
43,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205117059590_cs=0.0_sb=0.238_ori.jpg,40.44532803180914,82.70377733598409,82.95121112465858,139.88810241222382,95.41366481781006,40.67021740972996,138.36795777082443,99.98803871870041
44,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205129533042_cs=0.0_sb=0.159_ori.jpg,66.90846681922197,74.14187643020595,74.23112128146452,156.75057208237985,148.83066361556064,67.7345537757437,157.52631578947367,150.80091533180777
45,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205139414029_cs=0.0_sb=0.38_ori.jpg,52.42269420623779,51.647274017333984,51.68757462501526,115.6030261516571,118.32969903945923,53.79641592502594,117.05271005630493,117.64568567276001
46,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205142664197_cs=0.0_sb=0.205_ori.jpg,69.82885085574571,76.03911980440098,75.2078239608802,164.5476772616137,159.559902200489,71.88264058679707,165.1833740831296,161.61369193154036
47,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205242554747_cs=0.0_sb=0.307_ori.jpg,50.859375,95.78515625,99.93755435943604,163.44591212272644,114.82213735580444,46.73150661587715,164.63156509399414,115.21947622299194
48,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205251820327_cs=0.0_sb=0.172_ori.jpg,64.5313196182251,48.40760064125061,71.29968047142029,128.66104519367218,144.75,42.97265625,152.3574297188755,124.29718875502007
49,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205549121782_cs=0.0_sb=0.384_ori.jpg,72.48253345489502,64.20108222961426,67.99930667877197,147.88788414001465,154.43077087402344,69.25961589813232,150.2158546447754,153.55798721313477
50,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205741264563_cs=0.0_sb=0.154_ori.jpg,75.87817258883248,73.09644670050761,66.74111675126903,160.1522842639594,162.4263959390863,82.74111675126903,153.28934010152284,170.30456852791878
51,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205803775010_cs=0.0_sb=0.199_ori.jpg,77.4202288389206,67.39341807365417,61.89655780792236,148.8926943540573,158.92458355426788,83.69429171085358,143.6404880285263,166.48315370082855
52,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125205949263269_cs=0.0_sb=0.297_ori.jpg,62.985815602836865,68.79432624113474,66.05910165484633,152.4822695035461,148.8014184397163,65.48463356973994,152.34751773049643,150.354609929078
53,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125210108171918_cs=0.0_sb=0.201_ori.jpg,74.00503778337531,72.29219143576826,75.65568774938583,161.69106137752533,161.6624685138539,69.26952141057934,163.92947103274557,160.20151133501258
54,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125210128491655_cs=0.0_sb=0.189_ori.jpg,63.04016064257027,58.23293172690762,62.03614457831324,130.72289156626505,135.7309236947791,59.43775100401606,134.9277108433735,132.7309236947791
55,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125210140322026_cs=0.0_sb=0.167_ori.jpg,78.19066420197487,68.9446612894535,75.6994204223156,158.62957155704498,166.9684823155403,71.34406292438507,164.96776020526886,161.37628948688507
56,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125212909846651_cs=0.0_sb=0.362_ori.jpg,61.1379419863224,55.937644243240356,58.8046875,129.671875,136.13488173484802,58.02088889479637,133.78334212303162,132.0944269299507
57,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125213305462012_cs=0.0_sb=0.376_ori.jpg,69.77030162412993,68.67749419953596,68.61020881670532,153.1322505800464,155.61716937354987,68.90951276102088,154.6890951276102,153.59628770301623
58,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125213314826967_cs=0.0_sb=0.372_ori.jpg,64.54659879207611,57.67067804932594,63.386554621848745,135.08403361344537,142.3781512605042,59.66386554621849,140.4873949579832,136.76470588235296
59,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125213524064038_cs=0.0_sb=0.369_ori.jpg,63.16083073616028,93.74148488044739,75.57475537061691,176.5009504556656,147.27793276309967,80.80039173364639,159.93038833141327,164.09571051597595
60,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125213607870048_cs=0.0_sb=0.395_ori.jpg,67.62358276643991,63.718820861678005,63.76870748299319,146.48526077097506,151.97732426303855,68.25396825396825,146.0816326530612,151.24716553287982
61,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125213951311024_cs=0.0_sb=0.366_ori.jpg,64.50442150235176,62.046875,63.68558951965065,144.3231441048035,147.09170305676855,61.572052401746724,147.09170305676855,144.97816593886463
62,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214011049861_cs=0.0_sb=0.372_ori.jpg,54.685184478759766,73.09259033203125,56.157205240174676,146.2882096069869,128.20960698689956,71.17903930131004,131.04803493449782,143.88646288209605
63,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214257836221_cs=0.0_sb=0.333_ori.jpg,68.71655328798185,62.358276643990926,64.63492063492063,146.48526077097506,153.75056689342404,65.07936507936508,149.89569160997732,149.4331065759637
64,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214306751099_cs=0.0_sb=0.373_ori.jpg,67.1790012717247,64.01460349559784,68.43231441048034,146.5065502183406,150.1171875,61.249997913837426,151.83842794759826,144.3231441048035
65,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214307072695_cs=0.0_sb=0.372_ori.jpg,53.34988713318285,79.23250564334086,59.670428893905196,152.82167042889392,128.744920993228,72.46049661399549,135.7426636568849,146.95259593679458
66,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214316892645_cs=0.0_sb=0.372_ori.jpg,58.90393013100436,65.06550218340611,54.318777292576414,138.42794759825327,133.35807860262008,69.43231441048034,128.55458515283843,143.66812227074234
67,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214338354844_cs=0.0_sb=0.369_ori.jpg,64.54034229828852,75.30562347188264,60.628361858190715,157.70171149144255,148.6479217603912,79.70660146699267,144.24694376528117,161.85819070904645
68,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214633042244_cs=0.0_sb=0.376_ori.jpg,60.34453781512606,61.76470588235294,61.605042016806735,141.1764705882353,140.1764705882353,59.03361344537815,142.0672268907563,139.49579831932775
69,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214645430243_cs=0.0_sb=0.36_ori.jpg,64.37639198218262,68.8195991091314,70.16703786191536,148.10690423162583,144.7772828507795,61.46993318485523,151.01336302895322,141.6481069042316
70,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214708306267_cs=0.0_sb=0.373_ori.jpg,61.75,80.0,55.75,155.5,137.75,87.5,131.25,164.25
71,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214716214991_cs=0.0_sb=0.377_ori.jpg,68.01234567901236,77.77777777777779,61.59259259259261,157.77777777777777,150.4814814814815,85.67901234567901,143.07407407407408,165.679012345679
72,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214724897055_cs=0.0_sb=0.378_ori.jpg,66.07960199004972,74.37810945273631,64.08955223880596,157.21393034825869,151.41393095254898,77.41309851408005,148.66666666666663,160.9452736318408
73,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214845899262_cs=0.0_sb=0.369_ori.jpg,69.59716150164604,73.38172781467438,71.58546522259712,163.84975868463516,160.12109375,70.83175548911095,162.05825242718447,162.1359223300971
74,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125214854469126_cs=0.0_sb=0.381_ori.jpg,70.47432762836186,69.92665036674816,69.74083129584352,160.14669926650367,161.91687041564794,69.43765281173594,161.1833740831296,160.6356968215159
75,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125215746764341_cs=0.0_sb=0.165_ori.jpg,69.33333333333334,81.6,69.06666666666666,172.0,160.8,81.6,161.33333333333334,172.0
76,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125215818389028_cs=0.0_sb=0.384_ori.jpg,74.35532994923858,80.45685279187818,77.65482233502539,169.54314720812184,163.18781725888326,77.15736040609137,167.502538071066,165.98984771573603
77,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125220114463459_cs=0.0_sb=0.385_ori.jpg,67.12450861930847,86.56026434898378,72.26684939861298,175.0085229277611,159.15649867374006,82.22811671087533,163.0072556734085,171.26664948463443
78,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125220154936120_cs=0.0_sb=0.371_ori.jpg,68.77581863979847,74.55919395465995,64.99748110831234,158.69017632241813,155.67758186397984,78.84130982367758,150.8916876574307,163.97984886649874
79,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125220722786706_cs=0.0_sb=0.388_ori.jpg,77.84375,84.11458333333334,86.20146661996841,177.41501331329346,169.5687472820282,76.14953070878983,177.0625,169.53125
80,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125220745664503_cs=0.0_sb=0.386_ori.jpg,81.30158730158729,83.06878306878306,82.35978835978835,181.21693121693121,177.86243386243385,81.74603174603175,179.18518518518516,179.62962962962962
81,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221125220756306207_cs=0.0_sb=0.39_ori.jpg,82.6595744680851,73.99527186761229,83.60520094562648,162.88416075650116,168.23877068557917,73.04964539007092,170.1300236406619,160.75650118203308
82,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070050973398_cs=0.0_sb=0.164_ori.jpg,56.49747133255004,82.4122792482376,87.8314223885536,152.91366755962372,125.94260215759276,49.88734737038612,157.93074667453763,119.19500112533568
83,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070058455300_cs=0.0_sb=0.324_ori.jpg,49.56482073664665,85.04423370957375,93.98014405369759,142.27166664600372,106.3494188785553,39.61655634641647,150.9137380719185,96.06468862295151
84,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070300821053_cs=0.0_sb=0.376_ori.jpg,81.11764705882354,64.70588235294117,66.29411764705883,145.88235294117646,161.8235294117647,80.47058823529412,147.7058823529412,160.47058823529412
85,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070307552934_cs=0.0_sb=0.356_ori.jpg,89.83847278356552,53.885548412799835,56.46803766489029,120.62642467021942,156.40297305583954,86.45966684818268,123.75864255428314,151.74833989143372
86,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070358161946_cs=0.0_sb=0.321_ori.jpg,102.13807531380752,48.11715481171548,47.11715481171548,104.18410041841004,158.20502092050208,102.51046025104603,104.43933054393304,158.99581589958157
87,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070404986119_cs=0.0_sb=0.358_ori.jpg,58.47572815533981,107.52427184466019,105.77190262079239,179.13636261224747,130.0454209446907,60.83974978327751,177.89320388349515,133.0097087378641
88,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070458863150_cs=0.0_sb=0.347_ori.jpg,64.74169993400574,90.40576028823853,73.75,169.5,145.0,81.0,153.75,160.75
89,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070632448440_cs=0.0_sb=0.35_ori.jpg,91.73837837576866,58.31316518783569,56.68103116750717,132.3231167793274,164.11771667003632,92.59810906648636,129.8099945783615,163.92204594612122
90,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070639661910_cs=0.0_sb=0.355_ori.jpg,52.01171904802322,90.07812559604643,86.49313867092131,159.04096484184262,121.76557481288908,57.252776920795434,155.04459500312805,125.56233644485472
91,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070728068331_cs=0.0_sb=0.387_ori.jpg,64.88775510204081,85.45918367346938,69.25402998924255,172.75954484939575,152.89795918367346,79.59183673469389,157.74489795918367,168.3673469387755
92,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126070829310673_cs=0.0_sb=0.162_ori.jpg,94.36738097667694,59.728258311748505,70.0606192946434,144.27353823184967,178.3233003616333,85.11027616262436,154.42525589466095,170.3119946718216
93,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071347648767_cs=0.0_sb=0.169_ori.jpg,63.41950113378684,67.12018140589569,73.17006802721087,149.2063492063492,145.27891156462584,58.04988662131519,155.2562358276644,140.1360544217687
94,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071355618348_cs=0.0_sb=0.163_ori.jpg,86.65690376569037,47.48953974895397,51.68151259422302,112.86278963088989,151.49617195129395,83.30305814743042,116.41262769699097,148.31078052520752
95,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071516663379_cs=0.0_sb=0.372_ori.jpg,82.98452997207642,61.54959011077881,62.493008852005005,138.1231598854065,160.0406527519226,81.36402297019958,139.70089101791382,158.4410219192505
96,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071526017200_cs=0.0_sb=0.374_ori.jpg,56.480349344978166,81.22270742358079,77.25625336170197,154.81996709108353,129.9708136320114,61.28099584579468,150.14790493249893,135.263676404953
97,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071626023939_cs=0.0_sb=0.339_ori.jpg,53.930131004366814,97.37991266375546,100.21834061135371,162.00873362445415,119.43231441048036,51.96506550218341,165.34279882907865,116.66093945503233
98,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071635215239_cs=0.0_sb=0.216_ori.jpg,57.598976016044624,58.3809506893158,65.90946996212006,131.32862496376038,130.734693877551,51.224489795918366,139.51020408163265,124.28571428571428
99,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071638702724_cs=0.0_sb=0.386_ori.jpg,41.31092436974791,64.49579831932773,42.36134453781513,139.2857142857143,117.78151260504202,63.865546218487395,117.99159663865547,138.23529411764707
100,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071644173855_cs=0.0_sb=0.353_ori.jpg,50.51171875,70.11328125,69.35160425305367,136.1850033402443,118.521100461483,50.32597431540489,137.22863018512726,117.67308247089386
101,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071715704797_cs=0.0_sb=0.353_ori.jpg,54.673469387755105,43.64207221350078,52.318681318681314,105.49450549450549,114.95604395604394,45.6828885400314,112.60125588697016,107.37833594976452
102,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071723685616_cs=0.0_sb=0.171_ori.jpg,83.72267618775368,77.46933624148369,69.17333513498306,166.08805119991302,171.99855357408524,90.61680555343628,157.7353984117508,179.04836475849152
103,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071742090451_cs=0.0_sb=0.376_ori.jpg,55.14452648162842,78.16270136833191,64.76508665084839,158.33404684066772,136.82903981264636,68.14988290398125,145.72833723653395,148.94613583138172
104,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126071841778156_cs=0.0_sb=0.163_ori.jpg,64.70328962802887,85.77598679065704,89.61910930275917,164.50996959209442,143.6314633488655,59.46659782528877,168.847973883152,138.99560046195984
105,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126072333021125_cs=0.0_sb=0.172_ori.jpg,60.912529550827415,80.61465721040189,86.84838232398032,158.44377064704892,137.6224816441536,54.927755489945405,164.6950354609929,133.56973995271866
106,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126072648800787_cs=0.0_sb=0.16_ori.jpg,54.57142857142857,63.235294117647065,61.71428571428572,138.4453781512605,127.89075630252103,55.67226890756303,135.6638655462185,130.67226890756302
107,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126072731842910_cs=0.0_sb=0.168_ori.jpg,78.3491563796997,73.26956748962402,86.13936424255371,161.55861854553223,166.7534065246582,66.19722604751587,174.94837760925293,154.00041103363037
108,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126072739461687_cs=0.0_sb=0.173_ori.jpg,97.6846537590027,65.70455911755562,65.62427142262459,147.85929197072983,178.39350295066836,97.28628519177438,147.24914252758026,177.65884774923327
109,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126073101196920_cs=0.0_sb=0.362_ori.jpg,54.14062499999999,76.2890625,70.92893689870834,151.64543509483337,128.6325167037862,57.46102449888641,146.46902740001678,133.1996065378189
110,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126073627012882_cs=0.0_sb=0.177_ori.jpg,61.2432915921288,52.95169946332737,61.779964221824685,121.28801431127013,128.32737030411448,52.772808586762075,128.86404293381037,121.10912343470483
111,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126073852096084_cs=0.0_sb=0.369_ori.jpg,51.186878727634195,63.02186878727634,49.0,134.5924453280318,122.55864811133199,63.81709741550696,120.76938369781311,135.78528827037772
112,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126073858664017_cs=0.0_sb=0.382_ori.jpg,54.28571428571428,68.3982683982684,51.255411255411246,142.64069264069263,130.47619047619048,70.34632034632034,126.7965367965368,145.23809523809524
113,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126073905183026_cs=0.0_sb=0.393_ori.jpg,51.255411255411246,73.80952380952381,57.532467532467535,147.61904761904762,126.14718614718615,66.01731601731602,132.64069264069263,141.34199134199133
114,C:\Users\Administrator\Desktop\unet_dataset\train_red\20221126073950994208_cs=0.0_sb=0.387_ori.jpg,54.59910913140311,74.83296213808462,50.14476614699332,149.66592427616925,129.65478841870822,78.61915367483296,125.64587973273942,154.12026726057906
